ï»¿"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PER","GDPHRWKD","TOT","IDX2010","A","2011",104.820822,
"PER","GDPHRWKD","TOT","IDX2010","A","2012",110.050144,
"PER","GDPHRWKD","TOT","IDX2010","A","2013",116.238016,
"PER","GDPHRWKD","TOT","IDX2010","A","2014",118.619541,
"ROU","GDPHRWKD","TOT","IDX2010","A","2001",60.02822,
"ROU","GDPHRWKD","TOT","IDX2010","A","2002",70.076004,
"ROU","GDPHRWKD","TOT","IDX2010","A","2003",72.926564,
"ROU","GDPHRWKD","TOT","IDX2010","A","2004",81.497144,
"ROU","GDPHRWKD","TOT","IDX2010","A","2005",86.2948,
"ROU","GDPHRWKD","TOT","IDX2010","A","2006",91.777789,
"ROU","GDPHRWKD","TOT","IDX2010","A","2007",97.595672,
"ROU","GDPHRWKD","TOT","IDX2010","A","2008",106.651048,
"ROU","GDPHRWKD","TOT","IDX2010","A","2009",103.37814,
"ROU","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ROU","GDPHRWKD","TOT","IDX2010","A","2011",101.037916,
"ROU","GDPHRWKD","TOT","IDX2010","A","2012",113.268564,"B"
"ROU","GDPHRWKD","TOT","IDX2010","A","2013",118.620945,
"ROU","GDPHRWKD","TOT","IDX2010","A","2014",122.68625,
"ROU","GDPHRWKD","TOT","IDX2010","A","2015",129.559816,
"ROU","GDPHRWKD","TOT","IDX2010","A","2016",135.554555,
"ROU","GDPHRWKD","TOT","IDX2010","A","2017",141.196973,
"ROU","GDPHRWKD","TOT","IDX2010","A","2018",146.538997,
